concept_name,group_norm,is_zeroed
asymmetry,7.188831806182861,False
border_irregularity,7.377178192138672,False
colour_variation,7.230138778686523,False
diameter_large,7.353903293609619,False
atypical_pigment_network,7.64986515045166,False
blue_white_veil,7.408945560455322,False
atypical_vascular_pattern,7.471019744873047,False
irregular_streaks,7.48956823348999,False
irregular_pigmentation,7.293259620666504,False
irregular_dots_globules,7.415606498718262,False
regression_structures,7.002290725708008,False
symmetric_uniform,7.233872890472412,False
reticular_network,7.6781439781188965,False
arborizing_vessels,6.996545314788818,False
blue_grey_ovoid_nests,7.288025379180908,False
ulceration,7.0174994468688965,False
scaly_surface,7.506058216094971,False
strawberry_pattern,7.385120868682861,False
milia_like_cysts,7.259156227111816,False
comedo_like_openings,7.505483627319336,False
cerebriform_surface,7.276144504547119,False
central_white_patch,7.508233547210693,False
red_lacunae,7.470223903656006,False
healthy_skin,7.430970668792725,False
