,precision,recall,f1-score,support,auc
nv,0.9149425287356322,0.5953627524308153,0.7213411871318532,1337,0.8553957619585653
mel,0.2779552715654952,0.39908256880733944,0.327683615819209,218,0.7549214478582086
bkl,0.36293436293436293,0.43119266055045874,0.3941299790356394,218,0.7979612066517633
bcc,0.3026315789473684,0.46,0.36507936507936506,100,0.8691662269129287
akiec,0.18848167539267016,0.5806451612903226,0.2845849802371542,62,0.8736628673464278
vasc,0.3380281690140845,0.75,0.46601941747572817,32,0.9799891747325522
df,0.09352517985611511,0.4642857142857143,0.15568862275449102,28,0.8599389933909507
