,precision,recall,f1-score,support,auc
nv,0.9246575342465754,0.605833956619297,0.7320379575237235,1337,0.8693622932073576
mel,0.2804532577903683,0.4541284403669725,0.3467600700525394,218,0.758989741498144
bkl,0.3805970149253731,0.46788990825688076,0.41975308641975306,218,0.7997423758215321
bcc,0.3546099290780142,0.5,0.4149377593360996,100,0.8957150395778365
akiec,0.20710059171597633,0.5645161290322581,0.30303030303030304,62,0.8872386228993876
vasc,0.41379310344827586,0.75,0.5333333333333333,32,0.9757545848191543
df,0.08461538461538462,0.39285714285714285,0.13924050632911392,28,0.873029994916116
