,precision,recall,f1-score,support,auc
nv,0.9126637554585153,0.62528047868362,0.742121615623613,1337,0.8575657064652753
mel,0.2774725274725275,0.463302752293578,0.3470790378006873,218,0.7608612598286981
bkl,0.4117647058823529,0.3853211009174312,0.3981042654028436,218,0.800852379796895
bcc,0.3018867924528302,0.48,0.37065637065637064,100,0.8690712401055409
akiec,0.19786096256684493,0.5967741935483871,0.2971887550200803,62,0.8748894414498607
vasc,0.3709677419354839,0.71875,0.48936170212765956,32,0.9767734335201224
df,0.10679611650485436,0.39285714285714285,0.16793893129770993,28,0.8651136611228122
