seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted,r_perp_val_at_best,r_perp_train_at_best,r_sparse_train_at_best,n_selected
42,0.5313084079792915,0.4124625673123691,0.6197322573779275,0.5724310776942356,0.8542300938886598,0.318082720041275,0.32199947421367353,160.71583498441257,24.0
mean,0.5313084079792915,0.4124625673123691,0.6197322573779275,0.5724310776942356,0.8542300938886598,0.318082720041275,0.32199947421367353,160.71583498441257,
std,,,,,,,,,
