,precision,recall,f1-score,support,auc
nv,0.9229050279329609,0.6178010471204188,0.7401433691756273,1337,0.8699874736571692
mel,0.2878338278931751,0.44495412844036697,0.34954954954954953,218,0.760608282178499
bkl,0.3736654804270463,0.481651376146789,0.42084168336673344,218,0.8005632624823819
bcc,0.3387096774193548,0.42,0.375,100,0.8999736147757256
akiec,0.22784810126582278,0.5806451612903226,0.32727272727272727,62,0.8887488944144986
vasc,0.4166666666666667,0.78125,0.5434782608695652,32,0.9768052725420274
df,0.07857142857142857,0.39285714285714285,0.13095238095238096,28,0.8686723799840221
