,precision,recall,f1-score,support,auc
nv,0.8980645161290323,0.5205684367988033,0.6590909090909091,1337,0.7957262664450876
mel,0.255050505050505,0.463302752293578,0.3289902280130293,218,0.7089259808046755
bkl,0.36964980544747084,0.43577981651376146,0.4,218,0.7667003970200266
bcc,0.25806451612903225,0.24,0.24870466321243523,100,0.7837572559366754
akiec,0.17567567567567569,0.41935483870967744,0.24761904761904763,62,0.8417135323665371
vasc,0.18253968253968253,0.71875,0.2911392405063291,32,0.9249235863474273
df,0.06,0.42857142857142855,0.10526315789473684,28,0.8273658217735493
