seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted,r_perp_val_at_best,r_perp_train_at_best,r_sparse_train_at_best,n_selected
42,0.5336036538760788,0.41272757371783797,0.6150785327747111,0.5669172932330827,0.8533284575154568,0.31919869780540466,0.3230280050864586,174.54691021259015,24.0
mean,0.5336036538760788,0.41272757371783797,0.6150785327747111,0.5669172932330827,0.8533284575154568,0.31919869780540466,0.3230280050864586,174.54691021259015,
std,,,,,,,,,
