seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted,r_perp_val_at_best,r_perp_train_at_best,r_sparse_train_at_best,n_selected
46,0.4902046582900912,0.35719403276543116,0.561244720226254,0.5082706766917293,0.8204041812339934,0.17495274543762207,0.11354461942727749,108.25642835176907,24.0
mean,0.4902046582900912,0.35719403276543116,0.561244720226254,0.5082706766917293,0.8204041812339934,0.17495274543762207,0.11354461942727749,108.25642835176907,
std,,,,,,,,,
