,precision,recall,f1-score,support,auc
nv,0.8983050847457628,0.5153328347045625,0.6549429657794676,1337,0.7944531717109257
mel,0.2556390977443609,0.46788990825688076,0.33063209076175043,218,0.7083864672445572
bkl,0.37209302325581395,0.44036697247706424,0.40336134453781514,218,0.7658666033362074
bcc,0.26666666666666666,0.24,0.25263157894736843,100,0.7830343007915567
akiec,0.174496644295302,0.41935483870967744,0.24644549763033174,62,0.8420556380688551
vasc,0.18110236220472442,0.71875,0.2893081761006289,32,0.9244937595517065
df,0.06341463414634146,0.4642857142857143,0.11158798283261803,28,0.8266395526182003
