seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted,r_perp_val_at_best,r_perp_train_at_best
42,0.5354114783044467,0.4137331374138582,0.6153807850401856,0.5674185463659148,0.8540563854366597,0.31750765442848206,0.2825497274215405
mean,0.5354114783044467,0.4137331374138582,0.6153807850401856,0.5674185463659148,0.8540563854366597,0.31750765442848206,0.2825497274215405
std,,,,,,,
