seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted,r_perp_val_at_best,r_perp_train_at_best
42,0.525795551052093,0.38778959536192,0.5991040796755057,0.5493734335839598,0.8414607610500929,0.12569202482700348,0.10575748607516289
mean,0.525795551052093,0.38778959536192,0.5991040796755057,0.5493734335839598,0.8414607610500929,0.12569202482700348,0.10575748607516289
std,,,,,,,
