,precision,recall,f1-score,support,auc
nv,0.9201893473119217,0.6360508601346297,0.7515680429750493,1337,0.8689205748022724
mel,0.2839370951733086,0.42935779816513764,0.3370160053746278,218,0.7605607843339718
bkl,0.39105339809008977,0.44587155963302755,0.41036484788143684,218,0.7994310584275116
bcc,0.3407314778542189,0.508,0.40028839390362797,100,0.8960369393139842
akiec,0.2311237728231948,0.5548387096774194,0.3233724492239563,62,0.8846019057790832
vasc,0.4106093859885117,0.7125,0.5203890826049176,32,0.9776585583290881
df,0.09593660285106963,0.4142857142857143,0.15498283390242043,28,0.8705860992083666
