,precision,recall,f1-score,support,auc
nv,0.9153491560113387,0.6511593118922961,0.7605426057057213,1337,0.8695864488159082
mel,0.29317702858556366,0.4018348623853211,0.3352488857187245,218,0.7611818702792563
bkl,0.3788175858935417,0.4889908256880734,0.4248014169196045,218,0.8015292240814071
bcc,0.3539519187946666,0.526,0.42226467733744855,100,0.8982300791556728
akiec,0.2490930696504467,0.5483870967741936,0.3392525047736979,62,0.8884351584533485
vasc,0.40251572760251647,0.725,0.5170679146523618,32,0.9771873408048904
df,0.10744191008167847,0.42142857142857143,0.1705864104071288,28,0.8746931512818652
