,precision,recall,f1-score,support,auc
nv,0.8885542168674698,0.4412864622288706,0.5897051474262869,1337,0.6946686884623516
mel,0.2415902140672783,0.3623853211009174,0.28990825688073396,218,0.6909232651670427
bkl,0.29048843187660667,0.518348623853211,0.3723228995057661,218,0.7103999628277738
bcc,0.2,0.01,0.01904761904761905,100,0.6960316622691294
akiec,0.15625,0.4838709677419355,0.23622047244094488,62,0.8157969394055704
vasc,0.10909090909090909,0.75,0.19047619047619047,32,0.8863187722873154
df,0.05555555555555555,0.39285714285714285,0.09734513274336283,28,0.8073207930859176
