,precision,recall,f1-score,support,auc
nv,0.9229946524064171,0.6454749439042633,0.7596830985915493,1337,0.8751310037215289
mel,0.272,0.46788990825688076,0.3440134907251265,218,0.7666874899970573
bkl,0.4212962962962963,0.41743119266055045,0.41935483870967744,218,0.8001011910600797
bcc,0.3356643356643357,0.48,0.3950617283950617,100,0.8964274406332454
akiec,0.2154696132596685,0.6290322580645161,0.32098765432098764,62,0.8919530063581596
vasc,0.38596491228070173,0.6875,0.4943820224719101,32,0.9730005094243505
df,0.11363636363636363,0.35714285714285715,0.1724137931034483,28,0.8775873338659307
