seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted,r_perp_val_at_best,r_perp_train_at_best
42,0.5206411789191148,0.39381819729277484,0.5982211031352666,0.5543859649122806,0.8266498047626916,0.1157626360654831,0.07945043479020779
mean,0.5206411789191148,0.39381819729277484,0.5982211031352666,0.5543859649122806,0.8266498047626916,0.1157626360654831,0.07945043479020779
std,,,,,,,
