epoch,train_loss,val_loss,val_balanced_acc,lr,r_perp_train,r_perp_val,r_sparse_train
1,1.8301775554120587,1.4645366668701172,0.45496762354262354,0.001,0.1419697796496061,0.25078216195106506,174.35065225454477
2,1.6386522755019863,1.387588620185852,0.48691417921785274,0.001,0.1426462966662187,0.22644591331481934,165.81251760629507
3,1.5449595308763686,1.363942265510559,0.5236630457526763,0.001,0.1351203485750235,0.21374285221099854,157.89320021409256
4,1.4949433723084198,1.3473734855651855,0.52091681610573,0.001,0.12964001613167617,0.18379010260105133,150.30211698091946
5,1.4727524383050654,1.329507827758789,0.5462961906822587,0.001,0.12032486269107232,0.1668495237827301,142.8927735548753
6,1.4525033409663355,1.3076456785202026,0.5546011176790869,0.001,0.11717566847801208,0.17224706709384918,135.5823528583233
7,1.4363364825483835,1.300851821899414,0.5534762461891009,0.001,0.11625409928651956,0.1764412373304367,128.42943661029523
8,1.4269541960553223,1.305800437927246,0.5434017596419717,0.001,0.11527598993136333,0.16667236387729645,121.35266876220703
9,1.4099865131605134,1.3093098402023315,0.5545413494716713,0.001,0.1147663530248862,0.17804749310016632,114.39914644681491
10,1.4224172160087356,1.2967300415039062,0.574494041518503,0.001,0.11598985355633956,0.16878561675548553,107.5480108994704
11,1.4082220191995618,1.310426115989685,0.5514448220739,0.001,0.11228927740683922,0.16641095280647278,100.82076175396259
12,1.4103638302725459,1.306070327758789,0.5644355719133579,0.001,0.11038988599410424,0.16328145563602448,94.21880839421199
13,1.4011726805685023,1.303993582725525,0.5481142139697035,0.001,0.1081428132378138,0.16110554337501526,87.74823555579552
14,1.4094770380971888,1.3156015872955322,0.5485309681178953,0.001,0.10569584197722949,0.1612437516450882,81.4028578538161
15,1.4162158035234411,1.312165379524231,0.5539477136833225,0.001,0.10579385780371152,0.17041271924972534,75.16540938157301
16,1.4138021419978768,1.3180389404296875,0.540417532050858,0.001,0.10537940865525833,0.16700191795825958,69.12534801776593
17,1.4223557841742571,1.3235143423080444,0.5490982155382734,0.0005,0.10096554228892693,0.15896116197109222,64.80123329162598
18,1.416188917591702,1.3234504461288452,0.5468763351201618,0.0005,0.10184440217339076,0.15616324543952942,61.889532822829025
19,1.4171285586810294,1.3289852142333984,0.547846611278011,0.0005,0.09825109002681878,0.1586313098669052,59.07834273118239
20,1.4253234551953833,1.3291761875152588,0.5474741885155612,0.0005,0.09902516867105778,0.1616661250591278,56.2593019925631
21,1.4253629911815533,1.3316203355789185,0.5495954947548,0.0005,0.09860582076586209,0.16757120192050934,53.47577696580153
22,1.4323007494169477,1.337839961051941,0.5503043488458098,0.0005,0.09666051486363778,0.16213874518871307,50.697559063251205
23,1.4322716365577757,1.338179111480713,0.5510368115026261,0.00025,0.09437432111455844,0.15492509305477142,48.67981485220102
24,1.42953741630178,1.3400942087173462,0.5525687561190508,0.00025,0.0932792814878317,0.16490687429904938,47.33139155461238
25,1.431049829676022,1.3427358865737915,0.5518522745935383,0.00025,0.09214896192917457,0.16121289134025574,45.96245765686035
