concept_name,group_norm,is_zeroed
asymmetry,4.311261177062988,False
border_irregularity,4.108396530151367,False
colour_variation,4.263440132141113,False
diameter_large,4.877989292144775,False
atypical_pigment_network,4.581936359405518,False
blue_white_veil,4.1725993156433105,False
atypical_vascular_pattern,4.252915382385254,False
irregular_streaks,4.683112144470215,False
irregular_pigmentation,3.7940306663513184,False
irregular_dots_globules,4.220968246459961,False
regression_structures,3.861361503601074,False
symmetric_uniform,4.516348361968994,False
reticular_network,4.844086170196533,False
arborizing_vessels,4.4620184898376465,False
blue_grey_ovoid_nests,4.310951232910156,False
ulceration,4.208637237548828,False
scaly_surface,4.76702356338501,False
strawberry_pattern,4.3047356605529785,False
milia_like_cysts,4.426487445831299,False
comedo_like_openings,4.031002998352051,False
cerebriform_surface,4.237290859222412,False
central_white_patch,4.273859977722168,False
red_lacunae,4.6637043952941895,False
healthy_skin,4.110096454620361,False
