seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted,r_perp_val_at_best,r_perp_train_at_best,r_sparse_train_at_best,n_selected
42,0.5037731321097566,0.38174442681884857,0.6088592719868147,0.5639097744360902,0.8410663996483956,0.12690778076648712,0.10780240452060333,174.3070332453801,24.0
mean,0.5037731321097566,0.38174442681884857,0.6088592719868147,0.5639097744360902,0.8410663996483956,0.12690778076648712,0.10780240452060333,174.3070332453801,
std,,,,,,,,,
