concept_name,group_norm,is_zeroed
asymmetry,3.8704450130462646,False
border_irregularity,3.7202670574188232,False
colour_variation,4.008304119110107,False
diameter_large,3.2510035037994385,False
atypical_pigment_network,3.66459059715271,False
blue_white_veil,3.9545483589172363,False
atypical_vascular_pattern,3.759068727493286,False
irregular_streaks,3.638183355331421,False
irregular_pigmentation,3.9895219802856445,False
irregular_dots_globules,4.0125322341918945,False
regression_structures,3.8137097358703613,False
symmetric_uniform,3.8404555320739746,False
reticular_network,3.8256852626800537,False
arborizing_vessels,3.643061399459839,False
blue_grey_ovoid_nests,3.8081119060516357,False
ulceration,3.612440824508667,False
scaly_surface,4.095254898071289,False
strawberry_pattern,3.6821436882019043,False
milia_like_cysts,4.062950134277344,False
comedo_like_openings,3.6987435817718506,False
cerebriform_surface,3.382049322128296,False
central_white_patch,4.189408779144287,False
red_lacunae,3.7706472873687744,False
healthy_skin,3.608799457550049,False
