seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted,r_perp_val_at_best,r_perp_train_at_best
42,0.5352815942898668,0.41908770260742545,0.6325722909501348,0.5899749373433584,0.8575257746183624,0.31676000356674194,0.32463474800953496
mean,0.5352815942898668,0.41908770260742545,0.6325722909501348,0.5899749373433584,0.8575257746183624,0.31676000356674194,0.32463474800953496
std,,,,,,,
