concept_name,group_norm,is_zeroed
asymmetry,7.572807788848877,False
border_irregularity,7.316903591156006,False
colour_variation,7.587288856506348,False
diameter_large,7.4604411125183105,False
atypical_pigment_network,7.415727138519287,False
blue_white_veil,7.254066467285156,False
atypical_vascular_pattern,7.201910972595215,False
irregular_streaks,7.2713494300842285,False
irregular_pigmentation,7.027368545532227,False
irregular_dots_globules,7.415287494659424,False
regression_structures,7.62237024307251,False
symmetric_uniform,6.981612205505371,False
reticular_network,7.174246788024902,False
arborizing_vessels,7.084285736083984,False
blue_grey_ovoid_nests,7.537149429321289,False
ulceration,7.613333702087402,False
scaly_surface,7.246562480926514,False
strawberry_pattern,6.966643810272217,False
milia_like_cysts,7.599128246307373,False
comedo_like_openings,7.35861873626709,False
cerebriform_surface,7.474794387817383,False
central_white_patch,7.021932601928711,False
red_lacunae,7.659073829650879,False
healthy_skin,7.168282508850098,False
