,precision,recall,f1-score,support,auc
nv,0.9209401709401709,0.6447270007479432,0.7584689837219534,1337,0.8750718957517283
mel,0.27055702917771884,0.46788990825688076,0.34285714285714286,218,0.7673431667638997
bkl,0.4205607476635514,0.41284403669724773,0.4166666666666667,218,0.8001399121289876
bcc,0.3310344827586207,0.48,0.39183673469387753,100,0.8972401055408971
akiec,0.21910112359550563,0.6290322580645161,0.325,62,0.8922700799359178
vasc,0.38596491228070173,0.6875,0.4943820224719101,32,0.9740034386143658
df,0.11363636363636363,0.35714285714285715,0.1724137931034483,28,0.8773149829326748
