,precision,recall,f1-score,support,auc
nv,0.9143700703637692,0.6441286462228871,0.75534054874928,1337,0.8680196329395076
mel,0.29147060699228444,0.39357798165137614,0.3324775548672732,218,0.759046532399209
bkl,0.3722404085808363,0.49633027522935774,0.4246859503629878,218,0.8008802589665089
bcc,0.3573943555507877,0.51,0.4191944270413056,100,0.9005910290237467
akiec,0.2378863246530485,0.5516129032258064,0.32982277440707664,62,0.8887388815646746
vasc,0.4243264401337399,0.725,0.5339924737144439,32,0.9778050178298523
df,0.0995723194958539,0.42142857142857143,0.16054392775139786,28,0.8735710654368509
