# seed=45
lambda,n_active,val_loss,val_balacc,val_auc,actual_epochs,concepts_just_eliminated,norm_asymmetry,norm_border_irregularity,norm_colour_variation,norm_diameter_large,norm_atypical_pigment_network,norm_blue_white_veil,norm_atypical_vascular_pattern,norm_irregular_streaks,norm_irregular_pigmentation,norm_irregular_dots_globules,norm_regression_structures,norm_symmetric_uniform,norm_reticular_network,norm_arborizing_vessels,norm_blue_grey_ovoid_nests,norm_ulceration,norm_scaly_surface,norm_strawberry_pattern,norm_milia_like_cysts,norm_comedo_like_openings,norm_cerebriform_surface,norm_central_white_patch,norm_red_lacunae,norm_healthy_skin
0.01,24,1.1490998268127441,0.6011036914230099,0.8618806876824364,19,,7.253055095672607,7.285350799560547,7.273215293884277,7.192183971405029,7.612740516662598,7.4141526222229,7.377587795257568,7.475316047668457,7.384471416473389,7.363521099090576,6.910909175872803,7.182100772857666,7.596225261688232,6.887189865112305,7.212984085083008,6.948032379150391,7.475793838500977,7.324499130249023,7.111611843109131,7.394998073577881,7.312163829803467,7.440213203430176,7.3854265213012695,7.422163963317871
0.0115,24,1.1649487018585205,0.5942879974729872,0.8625496745874058,12,,7.246275424957275,7.214767932891846,7.313465595245361,7.185190200805664,7.624958515167236,7.424449920654297,7.376657485961914,7.377592086791992,7.4008564949035645,7.270352363586426,6.88925838470459,7.087395191192627,7.59100866317749,6.788568019866943,7.230810165405273,6.908129692077637,7.469157695770264,7.307633399963379,7.013837814331055,7.34922456741333,7.392794609069824,7.475751876831055,7.3296589851379395,7.461124897003174
0.013224999999999999,24,1.1677789688110352,0.6094141649776194,0.8653266863972779,14,,7.307524681091309,7.255094528198242,7.429398536682129,7.278533458709717,7.707079887390137,7.477755546569824,7.441546440124512,7.381906986236572,7.422383785247803,7.236644744873047,6.905336856842041,7.106203556060791,7.645330905914307,6.8521246910095215,7.2969536781311035,6.929215431213379,7.612466335296631,7.325223922729492,7.022877216339111,7.367818355560303,7.5164475440979,7.569464683532715,7.386147975921631,7.564891338348389
0.015208749999999998,24,1.211789608001709,0.5758471981919996,0.8618921795107162,11,,7.381455898284912,7.296473503112793,7.519042491912842,7.332501411437988,7.762781143188477,7.534914016723633,7.505763530731201,7.393313884735107,7.430858612060547,7.2653069496154785,6.922745704650879,7.125252723693848,7.709700107574463,6.913052558898926,7.390905380249023,6.902697563171387,7.709683418273926,7.371068477630615,7.040473937988281,7.375092506408691,7.662562370300293,7.636284828186035,7.436616897583008,7.6378679275512695
0.017490062499999993,24,1.1889806985855103,0.5859547426777098,0.8628785267648132,11,,7.4533491134643555,7.344071388244629,7.624957084655762,7.412271976470947,7.8755574226379395,7.615609169006348,7.558516979217529,7.443809986114502,7.476296901702881,7.2921061515808105,6.96096134185791,7.146852493286133,7.803920269012451,6.989912033081055,7.462378978729248,6.953579425811768,7.792484760284424,7.437689781188965,7.090512752532959,7.4219584465026855,7.793917179107666,7.709290504455566,7.484909534454346,7.700392246246338
0.020113571874999993,24,1.209584355354309,0.6022960602937888,0.8637104156712849,23,,7.624214172363281,7.416748523712158,7.743926048278809,7.605688571929932,8.029730796813965,7.722395420074463,7.6818013191223145,7.5233917236328125,7.600644111633301,7.346172332763672,7.093702793121338,7.238959789276123,7.933304309844971,7.100216388702393,7.643627166748047,7.015432834625244,7.953304767608643,7.5332231521606445,7.181856155395508,7.507968902587891,8.037630081176758,7.81644868850708,7.6075849533081055,7.869693756103516
0.023130607656249993,24,1.2201858758926392,0.5932258461473153,0.8669267566015681,26,,7.816317558288574,7.566357612609863,8.001391410827637,7.9341278076171875,8.332839965820312,7.949738025665283,7.937928199768066,7.637279033660889,7.758655548095703,7.477161407470703,7.3011345863342285,7.4865899085998535,8.191408157348633,7.333620548248291,7.891080379486084,7.223278522491455,8.261970520019531,7.7538886070251465,7.340344429016113,7.709855079650879,8.424300193786621,8.01590633392334,7.867706775665283,8.192368507385254
0.02660019880468749,24,1.2459092140197754,0.5989456576169544,0.8643605918910569,21,,7.931269645690918,7.674153804779053,8.180558204650879,8.18522834777832,8.579413414001465,8.185308456420898,8.131782531738281,7.749732494354248,7.863002300262451,7.569637298583984,7.445643901824951,7.661257266998291,8.36912727355957,7.543239116668701,8.115482330322266,7.343409538269043,8.517504692077637,7.900925159454346,7.464911937713623,7.84165620803833,8.66253662109375,8.22015380859375,8.063437461853027,8.415483474731445
0.030590228625390608,24,1.2427915334701538,0.6100377833980503,0.8640506583256005,16,,8.062976837158203,7.748560428619385,8.322566032409668,8.374094009399414,8.726127624511719,8.345568656921387,8.22445297241211,7.824835777282715,7.9537835121154785,7.620326519012451,7.553436756134033,7.808244228363037,8.506635665893555,7.693476676940918,8.312837600708008,7.470813274383545,8.679241180419922,8.030145645141602,7.587827682495117,7.9785542488098145,8.816934585571289,8.377280235290527,8.200836181640625,8.581783294677734
0.0351787629191992,24,1.2884522676467896,0.5942860023687258,0.8581754092047199,15,,8.189541816711426,7.833639144897461,8.423849105834961,8.5108060836792,8.883405685424805,8.508225440979004,8.353866577148438,7.906583309173584,8.072901725769043,7.674063682556152,7.661924362182617,7.9080281257629395,8.63383674621582,7.797823429107666,8.406733512878418,7.583305358886719,8.851096153259277,8.178022384643555,7.6960954666137695,8.045950889587402,9.014915466308594,8.519196510314941,8.349068641662598,8.73503303527832
0.04045557735707907,24,1.2763640880584717,0.6012519035593193,0.8627120797641294,13,,8.266088485717773,7.8593292236328125,8.537155151367188,8.639530181884766,9.049843788146973,8.640023231506348,8.446270942687988,7.973422050476074,8.150932312011719,7.755218505859375,7.812524795532227,8.043878555297852,8.769840240478516,7.898068904876709,8.505030632019043,7.704943656921387,8.986403465270996,8.288182258605957,7.774233818054199,8.142816543579102,9.156193733215332,8.614197731018066,8.48912239074707,8.86246109008789
0.04652391396064092,24,1.2715030908584595,0.5998698931680828,0.8628964980994817,11,,8.340330123901367,7.9301276206970215,8.620361328125,8.739631652832031,9.126439094543457,8.75341510772705,8.51315975189209,8.055923461914062,8.208993911743164,7.789379596710205,7.882517337799072,8.118388175964355,8.894518852233887,7.960546970367432,8.600051879882812,7.815739631652832,9.121712684631348,8.388106346130371,7.870497226715088,8.235031127929688,9.28626823425293,8.6591215133667,8.587862968444824,8.941329002380371
0.05350250105473706,24,1.2724746465682983,0.6028444048353034,0.8615222338283964,23,,8.442449569702148,8.026945114135742,8.778901100158691,8.949230194091797,9.254898071289062,8.905790328979492,8.667902946472168,8.145086288452148,8.336994171142578,7.854110240936279,8.005121231079102,8.230364799499512,9.081199645996094,8.05544376373291,8.749956130981445,7.966318130493164,9.28732681274414,8.513596534729004,7.985531330108643,8.379878997802734,9.454068183898926,8.772696495056152,8.7244291305542,9.063075065612793
0.06152787621294761,24,1.2777094841003418,0.5821538899285906,0.862987653366101,22,,8.611164093017578,8.159476280212402,8.968879699707031,9.185826301574707,9.455765724182129,9.216729164123535,8.856208801269531,8.249662399291992,8.50516128540039,7.939955234527588,8.2223482131958,8.408327102661133,9.32996940612793,8.220192909240723,8.96807861328125,8.11150074005127,9.540450096130371,8.685099601745605,8.13288402557373,8.543511390686035,9.68515682220459,8.90866756439209,8.911397933959961,9.179976463317871
0.07075705764488975,24,1.30324387550354,0.5990572641816245,0.8604021172996217,22,,8.721227645874023,8.259185791015625,9.113865852355957,9.306022644042969,9.666911125183105,9.417586326599121,8.999926567077637,8.33068561553955,8.597397804260254,7.989091396331787,8.361604690551758,8.534781455993652,9.48029899597168,8.3472261428833,9.084321022033691,8.265419006347656,9.710477828979492,8.79086971282959,8.261309623718262,8.636842727661133,9.84358024597168,9.020877838134766,9.042010307312012,9.35591983795166
0.08137061629162322,24,1.3106809854507446,0.5883779278820459,0.8613120602019445,13,,8.775650978088379,8.337438583374023,9.2211275100708,9.391569137573242,9.734064102172852,9.562137603759766,9.10396957397461,8.380428314208984,8.662688255310059,8.041226387023926,8.435820579528809,8.645857810974121,9.597564697265625,8.3759126663208,9.217150688171387,8.381086349487305,9.859476089477539,8.871092796325684,8.34857177734375,8.710710525512695,9.990618705749512,9.130390167236328,9.157271385192871,9.47986888885498
0.09357620873536668,24,1.31489896774292,0.597147743811341,0.8632515035980892,30,,8.930424690246582,8.48782730102539,9.3785982131958,9.518831253051758,9.93472957611084,9.807255744934082,9.268176078796387,8.470685005187988,8.791308403015137,8.16243839263916,8.56178092956543,8.802145004272461,9.833540916442871,8.518176078796387,9.397196769714355,8.55012321472168,10.037724494934082,9.057438850402832,8.488813400268555,8.846746444702148,10.18785285949707,9.259564399719238,9.26305103302002,9.666790962219238
0.10761264004567168,24,1.3372511863708496,0.5927932235377283,0.8608893269167338,12,,8.956036567687988,8.575149536132812,9.491423606872559,9.621122360229492,9.98828125,9.977161407470703,9.339454650878906,8.577335357666016,8.855549812316895,8.22913932800293,8.659734725952148,8.884592056274414,9.956912994384766,8.567113876342773,9.489585876464844,8.640029907226562,10.137476921081543,9.15306282043457,8.55793285369873,8.910076141357422,10.308989524841309,9.298735618591309,9.346171379089355,9.774747848510742
0.12375453605252242,24,1.3269225358963013,0.5655918101447333,0.8604428149364537,11,,9.017263412475586,8.650304794311523,9.549690246582031,9.646623611450195,10.109944343566895,10.079564094543457,9.43073844909668,8.600693702697754,8.900491714477539,8.297232627868652,8.73475456237793,8.964683532714844,10.038362503051758,8.623795509338379,9.544177055358887,8.730295181274414,10.219114303588867,9.208168029785156,8.62537670135498,8.97104263305664,10.391853332519531,9.311579704284668,9.409605026245117,9.90680980682373
