,precision,recall,f1-score,support,auc
nv,0.8878718535469108,0.5804038893044129,0.7019448213478064,1337,0.7924207669031743
mel,0.24815724815724816,0.463302752293578,0.3232,218,0.7249435963096239
bkl,0.41919191919191917,0.38073394495412843,0.39903846153846156,218,0.7611555399523989
bcc,0.3106796116504854,0.32,0.31527093596059114,100,0.8566965699208444
akiec,0.1793478260869565,0.532258064516129,0.2682926829268293,62,0.8764831533801712
vasc,0.23300970873786409,0.75,0.35555555555555557,32,0.9287124299541518
df,0.07936507936507936,0.35714285714285715,0.12987012987012986,28,0.8309608540925267
