epoch,train_loss,val_loss,val_balanced_acc,lr
1,1.9308675389060672,1.6157538890838623,0.44011713550349774,0.001
2,1.6964720907580668,1.4991556406021118,0.47765178532206337,0.001
3,1.6241105415343051,1.4588459730148315,0.49851359634031206,0.001
4,1.552716726369705,1.4081907272338867,0.49811134301801624,0.001
5,1.5251178090801172,1.3689707517623901,0.504198930866398,0.001
6,1.4619875020049262,1.3369399309158325,0.5199316624022067,0.001
7,1.4799875603027748,1.3382508754730225,0.5273001131697652,0.001
8,1.4319137349842979,1.3088992834091187,0.5346805709298758,0.001
9,1.424946516905218,1.3035136461257935,0.5666537680431092,0.001
10,1.3947425837241616,1.2984033823013306,0.5412986088288233,0.001
11,1.3765487467673392,1.2859197854995728,0.5321200658293482,0.001
12,1.3632176520943475,1.2609575986862183,0.5595541261845016,0.001
13,1.3478992851994274,1.263127326965332,0.5575220229087943,0.001
14,1.3568079608523989,1.2642297744750977,0.5583064186843563,0.001
15,1.3644726804115295,1.2492549419403076,0.5697179334275276,0.001
16,1.3377587977900516,1.2335692644119263,0.5769881715572135,0.001
17,1.3569688524794181,1.2656601667404175,0.5574166924855117,0.001
18,1.3353899913509855,1.2351958751678467,0.5780199454235994,0.001
19,1.3423035832544679,1.2390484809875488,0.5847367010468776,0.001
20,1.3212463196745408,1.2272695302963257,0.5883787086629529,0.001
21,1.3066270636777926,1.2475289106369019,0.5750308305738747,0.001
22,1.3337031984277306,1.2296512126922607,0.5726067748422131,0.001
23,1.280265345267846,1.2304357290267944,0.5913441474718013,0.001
24,1.2884297373692009,1.2185596227645874,0.5729881803154965,0.001
25,1.2621292525102459,1.21571946144104,0.5912722786848607,0.001
26,1.2605630319955505,1.222852110862732,0.5894646069320458,0.001
27,1.2615375165380092,1.213282585144043,0.5899901120721751,0.001
28,1.284845093691362,1.209467887878418,0.599610592075163,0.001
29,1.2733646569865398,1.2275758981704712,0.5759855966818808,0.001
30,1.261442916800101,1.2080559730529785,0.5785959403537838,0.001
31,1.2647359860890908,1.2059218883514404,0.601337472214999,0.001
32,1.2659791187506513,1.20451819896698,0.5881360167041142,0.001
33,1.2540880019825342,1.202160120010376,0.5945364254540217,0.001
34,1.2571500593923561,1.2117788791656494,0.5771902929935936,0.001
35,1.227367613267001,1.2026464939117432,0.5901016076418653,0.001
36,1.2563917925947838,1.2054319381713867,0.5967411793023255,0.001
37,1.228707464658411,1.2022018432617188,0.5899799547674291,0.001
38,1.2439429212606683,1.2008603811264038,0.5891192492489442,0.0005
39,1.2267365814238058,1.1971224546432495,0.5939426391151892,0.0005
40,1.253168742714931,1.2013237476348877,0.5874545698119477,0.0005
41,1.2229354006818747,1.1966345310211182,0.5953882062359304,0.0005
42,1.2341543847785097,1.1967116594314575,0.5961281985226011,0.0005
43,1.2407429110468,1.2011988162994385,0.597791699573478,0.0005
44,1.228476623517949,1.1984130144119263,0.5979355667681551,0.00025
45,1.223671364847285,1.1956267356872559,0.5994642679177462,0.00025
46,1.237249273203602,1.1953836679458618,0.6025524162081316,0.00025
47,1.2441316072223976,1.1949869394302368,0.5982743520058894,0.00025
48,1.2190175805571737,1.1945897340774536,0.5920702467326154,0.00025
49,1.2387520683963222,1.1926873922348022,0.6029597001219805,0.00025
50,1.2241799781140392,1.1943763494491577,0.595383681713355,0.00025
51,1.225583824293297,1.1938965320587158,0.5962975410462181,0.00025
52,1.225726228921813,1.1958839893341064,0.5873267751270852,0.00025
53,1.2083190167779072,1.193873643875122,0.5930455299373695,0.00025
54,1.2126475720369236,1.1911914348602295,0.597856360102122,0.00025
55,1.2107601028928343,1.1926743984222412,0.5809867441304901,0.00025
56,1.2385231555945249,1.193664789199829,0.5843366741490755,0.000125
57,1.211207664027743,1.193850040435791,0.5900526628247406,0.000125
58,1.239326523573741,1.194280982017517,0.5885803239341422,0.000125
59,1.2350492503005548,1.1927956342697144,0.583144813690424,0.000125
60,1.239501400430756,1.196816086769104,0.5808883478885392,0.000125
61,1.2250990308467735,1.1984198093414307,0.5906844751369883,0.000125
62,1.2333796716047902,1.1983436346054077,0.5898290431438318,6.25e-05
63,1.2219954643228743,1.1969804763793945,0.5915712034225775,6.25e-05
64,1.2152347005457544,1.1956733465194702,0.5917055939614836,6.25e-05
