seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted,r_perp_val_at_best,r_perp_train_at_best
42,0.5270651059014843,0.41345374826133413,0.6301354808010414,0.5859649122807018,0.8566733283878677,0.24289824068546295,0.21557636501697394
mean,0.5270651059014843,0.41345374826133413,0.6301354808010414,0.5859649122807018,0.8566733283878677,0.24289824068546295,0.21557636501697394
std,,,,,,,
