,precision,recall,f1-score,support,auc
nv,0.8950471698113207,0.5676888556469708,0.6947368421052632,1337,0.8037967777062924
mel,0.24719101123595505,0.4036697247706422,0.30662020905923343,218,0.71569700505439
bkl,0.3617021276595745,0.46788990825688076,0.408,218,0.7699013387164224
bcc,0.33766233766233766,0.26,0.2937853107344633,100,0.8469129287598944
akiec,0.16267942583732056,0.5483870967741935,0.25092250922509224,62,0.8671545149608664
vasc,0.19047619047619047,0.75,0.3037974683544304,32,0.9294924859908303
df,0.09278350515463918,0.32142857142857145,0.144,28,0.817234367056431
