concept_name,group_norm,is_zeroed
asymmetry,7.397056579589844,False
border_irregularity,7.32584810256958,False
colour_variation,7.552061557769775,False
diameter_large,7.406106948852539,False
atypical_pigment_network,7.344317436218262,False
blue_white_veil,7.15604829788208,False
atypical_vascular_pattern,7.236184597015381,False
irregular_streaks,7.31785774230957,False
irregular_pigmentation,6.871628761291504,False
irregular_dots_globules,7.5217204093933105,False
regression_structures,7.533907413482666,False
symmetric_uniform,7.247929096221924,False
reticular_network,6.985781192779541,False
arborizing_vessels,6.963006973266602,False
blue_grey_ovoid_nests,7.57444429397583,False
ulceration,7.657934188842773,False
scaly_surface,7.0263671875,False
strawberry_pattern,7.089262962341309,False
milia_like_cysts,7.651917934417725,False
comedo_like_openings,7.409060478210449,False
cerebriform_surface,7.4117536544799805,False
central_white_patch,6.941057205200195,False
red_lacunae,7.580435276031494,False
healthy_skin,7.0716776847839355,False
