seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted
42,0.503911581951793,0.37300543328687047,0.5964167280816678,0.5458646616541354,0.8356985710974594
43,0.5002175064186095,0.3690599157870455,0.5819115023993634,0.5278195488721804,0.8361198496891108
44,0.4946600633059113,0.370891056344878,0.5902097894230768,0.5368421052631579,0.8403852797987614
45,0.4844884076162768,0.36331771507333405,0.5906488153362327,0.5403508771929825,0.8292920016460344
46,0.5059804655148497,0.37445674158399866,0.5816393996766359,0.5298245614035088,0.8312008639310329
mean,0.497851604961488,0.3701461724152253,0.5881652469833953,0.5361403508771929,0.8345393132324798
std,0.008619167102310048,0.004333561309473093,0.006327148059344538,0.0074482909758423225,0.004378836089816402
