epoch,train_loss,val_loss,val_balanced_acc,lr,r_perp_train,r_perp_val
1,1.9342488908789952,1.4728597402572632,0.5087785838306804,0.001,0.1460757628083229,0.24859409034252167
2,1.623686704151292,1.411579966545105,0.5191870360184627,0.001,0.14430744888690802,0.22304730117321014
3,1.530679769678423,1.3028846979141235,0.5682594449988271,0.001,0.13818476463739687,0.22146742045879364
4,1.4782727541977667,1.2597829103469849,0.5737578092292502,0.001,0.1314283233995621,0.19754424691200256
5,1.4263742344619363,1.2637958526611328,0.5710715516405221,0.001,0.12795382594833007,0.196294903755188
6,1.4337601965963422,1.2451924085617065,0.5543904056683449,0.001,0.12257997662975238,0.18467314541339874
7,1.3802256790544738,1.2548091411590576,0.5861579638695191,0.001,0.11867206543684006,0.17529502511024475
8,1.3774087786544702,1.2039884328842163,0.5945950230854693,0.001,0.11758305590886337,0.17515143752098083
9,1.34680230010444,1.2158247232437134,0.581745920568779,0.001,0.1164070233129538,0.16596637666225433
10,1.3525885883136382,1.203516960144043,0.5739655705848615,0.001,0.11400792547143422,0.17192910611629486
11,1.339153180895224,1.2390412092208862,0.5788671543695308,0.001,0.11475756936348401,0.16547943651676178
12,1.3618724480593514,1.2136194705963135,0.5882325171570209,0.001,0.11217396763654855,0.15881626307964325
13,1.3384121589108822,1.211472749710083,0.5911393150846894,0.001,0.1149161159992218,0.16341336071491241
14,1.332959337764069,1.2239378690719604,0.5883242724656205,0.001,0.11319127592902917,0.15155158936977386
15,1.307829542689606,1.1866297721862793,0.5933517292124236,0.0005,0.10941770328925206,0.1423305720090866
16,1.317013107463868,1.2020151615142822,0.6088539305223051,0.0005,0.10667917132377625,0.1401248723268509
17,1.284118979747456,1.2071176767349243,0.5923082387418253,0.0005,0.1075299706023473,0.13660828769207
18,1.2929124637086946,1.2014048099517822,0.6032349585218258,0.0005,0.10676445009616706,0.1303173452615738
19,1.2953334229695963,1.1924930810928345,0.5948437336300829,0.0005,0.10790224803181794,0.13481120765209198
20,1.294493600283427,1.2014665603637695,0.5717367048418164,0.0005,0.10667263372586323,0.14035728573799133
21,1.2883454275494657,1.2308965921401978,0.5713862836465958,0.0005,0.1067856507232556,0.1416967511177063
22,1.2907267054608087,1.2103520631790161,0.5871622460840014,0.0005,0.1077073084620329,0.1315104216337204
23,1.2813566248567836,1.201896071434021,0.5989099960394705,0.00025,0.10665502943671666,0.12685847282409668
24,1.2705123598458032,1.182260513305664,0.6181324518651634,0.00025,0.10575748607516289,0.12569202482700348
25,1.2822969628819263,1.200582504272461,0.6029855274410441,0.00025,0.1057061690550584,0.12497220188379288
26,1.2588119944622735,1.1931959390640259,0.606294443382076,0.00025,0.10517604018633182,0.12940853834152222
27,1.270664321818124,1.1939618587493896,0.6052186160765247,0.00025,0.10580705794004294,0.12598955631256104
28,1.2628110998951456,1.184448480606079,0.6061559051398768,0.00025,0.10546240840966885,0.12589113414287567
29,1.2699619001966926,1.1936168670654297,0.6062314385717661,0.00025,0.10677074325772432,0.1264103353023529
30,1.264754049235433,1.1901633739471436,0.596582778460691,0.00025,0.10451155585738328,0.12492413818836212
31,1.2561592660400467,1.1917173862457275,0.6001481441736987,0.000125,0.10473464028193401,0.12394526600837708
32,1.2493085935561203,1.1950831413269043,0.6042550573794048,0.000125,0.10442644730210304,0.12323734909296036
33,1.2580939873804997,1.1910911798477173,0.5975875418137221,0.000125,0.10467833767716701,0.12278614938259125
34,1.2443847579484335,1.1858611106872559,0.6087044086520587,0.000125,0.1047233953498877,0.12200023233890533
35,1.2593214241151844,1.1899093389511108,0.6064800908149814,0.000125,0.10477828033841573,0.12352952361106873
36,1.2448704286095587,1.1953449249267578,0.5988059120448376,0.000125,0.10498461041312951,0.12381551414728165
37,1.262016209941905,1.1916147470474243,0.6009095570824929,6.25e-05,0.1057290300153769,0.12283537536859512
38,1.2724824952270775,1.1940281391143799,0.6023030461053535,6.25e-05,0.10503839386197236,0.12225229293107986
39,1.2657850686304861,1.1928237676620483,0.6058786721766724,6.25e-05,0.10434999976020592,0.12301478534936905
