config_id,hidden,dropout,weight_decay,mean_val,std_val,mean_test,std_test,mean_macro_f1,std_macro_f1,mean_auc,std_auc,mean_train_loss,n_seeds
9,"[64, 32]",0.1,1e-05,0.6094876614751059,0.005962056547841615,0.537176061672893,0.012919071062552754,0.4178454351390974,0.013476577912864749,0.8560326738890308,0.001465042801516668,1.0893475426085824,3
10,"[64, 32]",0.1,0.0001,0.6055812470729952,0.006992173265026883,0.53565520633166,0.006138045027095299,0.4167398347223383,0.00841572505470792,0.8543660621269661,0.0008587342175986149,1.073561402588701,3
12,"[64, 32]",0.2,0.0001,0.6049150278482638,0.006344437853366502,0.5314826971990304,0.014336475179378649,0.4002099247748358,0.015790899327545068,0.8495740742059447,0.0011836261280468519,1.1546766729038895,3
