,precision,recall,f1-score,support,auc
nv,0.9157843221412343,0.5991024682124159,0.7241578686162445,1337,0.8554214511915939
mel,0.2656154770278415,0.4568807339449541,0.33535028138814527,218,0.7505609392182475
bkl,0.36844469487035836,0.42660550458715596,0.39196299808006224,218,0.7952078805119441
bcc,0.30914896379026385,0.48200000000000004,0.3751532722407473,100,0.8669678100263851
akiec,0.22540795567675195,0.5451612903225806,0.31612332594710535,62,0.8746307761627422
vasc,0.35074934869052515,0.7125,0.46812000833480055,32,0.9751305399898115
df,0.09693217872816504,0.37857142857142856,0.1538856695982242,28,0.8534606725252379
