epoch,train_loss,val_loss,val_balanced_acc
1,1.6005627622981153,1.328197717666626,0.4867470216880317
2,1.3275798434490993,1.2413991689682007,0.5528936165621923
3,1.2265924971847961,1.2044860124588013,0.5489795826679746
4,1.193988688089629,1.231540560722351,0.5519443891383781
5,1.1530468056613206,1.1639049053192139,0.5748249407753078
6,1.1237083519574995,1.2029876708984375,0.5693999216351816
7,1.1059652004888703,1.1514405012130737,0.5778294735301372
8,1.0902014518900374,1.1745703220367432,0.5574248583045864
9,1.0602248225098618,1.1307060718536377,0.5936184252471026
10,1.0677490235580258,1.1782186031341553,0.5775363682676853
11,1.032095373260936,1.1452094316482544,0.5990100407645554
12,0.9938831096452768,1.1458923816680908,0.5865028485484217
13,1.0339891313115848,1.1701964139938354,0.5628733861658085
14,0.9830588333564814,1.146507740020752,0.5878891789950619
15,0.9731691849882559,1.0902546644210815,0.6006270468666887
16,1.0167718080232704,1.2362899780273438,0.5808759192664514
17,0.9896420021137974,1.2021700143814087,0.5731255445405007
18,0.965655184483747,1.1211633682250977,0.5971187745511293
19,0.9275580177709128,1.1694369316101074,0.5859026136652282
20,0.9549296389732711,1.1792066097259521,0.5677656487546321
21,0.9297386047480024,1.1473416090011597,0.5857177685970394
22,0.9230692421533324,1.184744119644165,0.5917299300411624
23,0.8873229998788672,1.1664960384368896,0.5649158205144136
24,0.9173857157125427,1.200458288192749,0.5679606431890952
25,0.8921090187561383,1.1578238010406494,0.5866761266733914
