epoch,train_loss,val_loss,val_balanced_acc,lr,r_perp_train,r_perp_val,r_sparse_train
1,516.7665453359153,1.7232056856155396,0.379749642115964,0.001,0.2792791196933159,0.2781604528427124,171.38036463810846
2,474.15775109553783,1.731835126876831,0.3952736556017569,0.001,0.30244002090050626,0.3094080984592438,157.2690236018254
3,441.10734740147643,1.7620106935501099,0.425273868348992,0.001,0.33137997870261854,0.32881689071655273,146.29719484769382
4,414.9737181563384,1.7899945974349976,0.39837949284275176,0.001,0.3543235728373894,0.35095730423927307,137.60706681471603
5,393.1868541371602,1.830586314201355,0.4091758756703516,0.001,0.37761008510222804,0.3791270852088928,130.34846408550555
6,373.87394314907,1.8564739227294922,0.3655221406647999,0.001,0.4024786467735584,0.4019418954849243,123.90950628427359
7,355.90355791669555,1.8765027523040771,0.34893691431622154,0.001,0.4115682209913547,0.40440407395362854,117.91550768338718
8,338.6825097090424,1.8882125616073608,0.34280471279530544,0.001,0.4219129750361809,0.42342379689216614,112.1739724966196
9,321.9402198761836,1.8928486108779907,0.31637600405239164,0.001,0.44023323976076567,0.43639448285102844,106.59390610914964
10,309.32053781931575,1.8985199928283691,0.2764888921050727,0.0005,0.44609982004532445,0.43817371129989624,102.43113033588116
11,301.22037634624814,1.905601143836975,0.2911147178315569,0.0005,0.44836994547110337,0.4378809332847595,99.72877678504356
12,293.1979110131536,1.90863037109375,0.28681646949706563,0.0005,0.45103052716988784,0.4441368579864502,97.0534673837515
13,285.2484685815054,1.91217041015625,0.2766779094055422,0.0005,0.44926246542197007,0.43345943093299866,94.40306003277118
14,277.3687152349294,1.915345311164856,0.27396133433663755,0.0005,0.4492492228746414,0.4367160201072693,91.77567496666542
15,269.5586933961347,1.9193432331085205,0.25590167618191584,0.0005,0.451577541919855,0.44374188780784607,89.17108565110426
16,263.6042551244468,1.920973300933838,0.2428503054437599,0.00025,0.45216379028100234,0.4420192539691925,87.20708935077374
17,259.75269609915006,1.922986388206482,0.24417629209429975,0.00025,0.45098507748200345,0.43682780861854553,85.92259627122145
18,255.91931901161288,1.9250587224960327,0.22037799470091393,0.00025,0.45287543535232544,0.44151297211647034,84.64371549166165
