concept_name,group_norm,is_zeroed
asymmetry,3.8071680068969727,False
border_irregularity,4.330982685089111,False
colour_variation,4.8452959060668945,False
diameter_large,4.473392486572266,False
atypical_pigment_network,4.7890119552612305,False
blue_white_veil,4.266972541809082,False
atypical_vascular_pattern,4.228021621704102,False
irregular_streaks,4.142556190490723,False
irregular_pigmentation,3.8864870071411133,False
irregular_dots_globules,4.08479642868042,False
regression_structures,4.3115386962890625,False
symmetric_uniform,3.908454656600952,False
reticular_network,4.464905738830566,False
arborizing_vessels,4.1822333335876465,False
blue_grey_ovoid_nests,4.775069713592529,False
ulceration,4.604959487915039,False
scaly_surface,5.088034152984619,False
strawberry_pattern,3.962395429611206,False
milia_like_cysts,4.787527084350586,False
comedo_like_openings,4.309807777404785,False
cerebriform_surface,4.170013904571533,False
central_white_patch,4.595250606536865,False
red_lacunae,5.054769515991211,False
healthy_skin,3.9742982387542725,False
