seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted,r_perp_val_at_best,r_perp_train_at_best,r_sparse_train_at_best,n_selected
42,0.49379343192197866,0.3672706628215194,0.5703521191849561,0.5132832080200501,0.8221310075505489,0.3519790470600128,0.3562814685014578,129.579527928279,24.0
43,0.5026645744912395,0.37241281015899513,0.5751891368775522,0.5228070175438596,0.8126343498866236,0.3944532573223114,0.3989327079974688,84.15487465491661,24.0
44,0.4957142046446849,0.35982258634181846,0.5629569728804792,0.5072681704260652,0.8218588615440979,0.35995885729789734,0.3595760499055569,101.82801877535306,24.0
45,0.5001073359537853,0.39268744379987197,0.6073055743732829,0.5598997493734336,0.8250782962201334,0.364382803440094,0.36796829906793743,129.4541417635404,24.0
46,0.484155617023696,0.3593493334480577,0.5714550382014701,0.518796992481203,0.8265475047632046,0.3506633937358856,0.3535019549039694,112.16455723689153,24.0
mean,0.49528703280707687,0.37030856731405254,0.577451768303548,0.5244110275689223,0.8216500039929218,0.3642874717712402,0.3672520960752781,111.43622407179612,
std,0.007141169029875917,0.013643051512614678,0.017268715366958766,0.020683601792103972,0.005415157113455347,0.017789276478292475,0.018523747291552695,19.306378071760278,
