seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted,r_perp_val_at_best,r_perp_train_at_best,r_sparse_train_at_best,n_selected
42,0.5031714054687664,0.38068920433756076,0.5988932801484945,0.5543859649122806,0.8177540227120895,0.1669284999370575,0.11146738466161948,88.17458607600285,24.0
mean,0.5031714054687664,0.38068920433756076,0.5988932801484945,0.5543859649122806,0.8177540227120895,0.1669284999370575,0.11146738466161948,88.17458607600285,
std,,,,,,,,,
