seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted,r_perp_val_at_best,r_perp_train_at_best,r_sparse_train_at_best,n_selected
42,0.4609038961267498,0.3258296066194982,0.5476747301013862,0.48972431077694234,0.7864152034967605,0.33730748295783997,0.3271776827482077,176.87467780480017,24.0
mean,0.4609038961267498,0.3258296066194982,0.5476747301013862,0.48972431077694234,0.7864152034967605,0.33730748295783997,0.3271776827482077,176.87467780480017,
std,,,,,,,,,
