,precision,recall,f1-score,support,auc
nv,0.9290748607817351,0.6282722513089005,0.748661267741374,1337,0.8831392242760978
mel,0.2829915378922877,0.43577981651376146,0.34286370964585533,218,0.7702322747853563
bkl,0.3611981668808385,0.46330275229357804,0.40172951118383293,218,0.8053104655305046
bcc,0.36744999086648467,0.588,0.43352694629852245,100,0.9163356200527705
akiec,0.23990472599201965,0.5032258064516129,0.3187164154790054,62,0.9003053919196302
vasc,0.49849964792722723,0.70625,0.5720520231058369,32,0.9778177534386143
df,0.13523849409688984,0.45714285714285713,0.1968578666183987,28,0.8978429806086135
