seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted
42,0.5396251646412521,0.4090733932513454,0.6077360811436586,0.5553884711779449,0.8618993132138992
43,0.5328532911222249,0.44115758153323076,0.6275632860756528,0.5844611528822055,0.8684303611014156
44,0.5311252625413923,0.41249286334028873,0.5956708565014833,0.5433583959899749,0.8590360454884556
45,0.5405949010233062,0.4604924922126678,0.6657651396681568,0.6340852130325815,0.8735252373455298
46,0.5572110118937602,0.4299320554287716,0.6366286328650372,0.593483709273183,0.8682061058015057
mean,0.5402819262443872,0.4306296771532609,0.6266727992507977,0.5821553884711779,0.8662194125901612
std,0.010321728778254246,0.02119391752911084,0.02714701832590166,0.03553881176847276,0.005754874892867402
