epoch,train_loss,val_loss,val_balanced_acc
1,1.668410442242227,1.435132384300232,0.4772930833725688
2,1.3707750916833323,1.270700454711914,0.5230750321997283
3,1.2445104712367447,1.2027379274368286,0.5542695567989319
4,1.1615566197701053,1.1771405935287476,0.564134892352496
5,1.1350633002936998,1.2454965114593506,0.5288350209540129
6,1.1304143807031,1.1755589246749878,0.5692491153326882
7,1.0778910650456373,1.1556819677352905,0.5643329929997535
8,1.0569461660022441,1.151518702507019,0.5721060172046192
9,1.0626737651084737,1.1815385818481445,0.576475509865744
10,1.0410937555360282,1.1645500659942627,0.5769024612626772
11,1.029295784130236,1.183172583580017,0.5970001002562598
12,1.0152442375188446,1.175891637802124,0.5874396826263854
13,1.0861204332281076,1.148436427116394,0.5930651509112453
14,1.019261827493348,1.1424872875213623,0.5931101716331632
15,0.9780381344436098,1.1814292669296265,0.5698033513134613
16,0.9523365908443029,1.2987011671066284,0.5464361115770554
17,0.9897894197441887,1.0910606384277344,0.5914465454852234
18,0.9310880769539591,1.1271555423736572,0.6010508217191671
19,0.9293059708078609,1.0913748741149902,0.6051595381376914
20,0.9452105577931394,1.0916756391525269,0.6251197149121117
21,0.9767183143570776,1.1558579206466675,0.5811434200468295
22,0.9603703497245683,1.1625628471374512,0.5793869055680239
23,0.910621428382139,1.1694222688674927,0.5670872931275658
24,0.8862035695047953,1.1512352228164673,0.5883246640427657
25,0.9007732975091696,1.1661796569824219,0.5923829688294214
26,0.8939168743591024,1.1473603248596191,0.5773664353187515
27,0.8891128057045817,1.1600903272628784,0.5942258240706961
28,0.8683582652985429,1.1640970706939697,0.5868706849965202
29,0.8920560167002296,1.1777797937393188,0.6019812707747778
30,0.8729535752719364,1.1765778064727783,0.6066972622124501
