,precision,recall,f1-score,support,auc
nv,0.9245714285714286,0.6050860134629769,0.7314647377938517,1337,0.8708183953095553
mel,0.2768361581920904,0.44954128440366975,0.34265734265734266,218,0.7593950220193811
bkl,0.37681159420289856,0.47706422018348627,0.42105263157894735,218,0.7993164440635439
bcc,0.34306569343065696,0.47,0.39662447257383965,100,0.8977836411609498
akiec,0.21875,0.5645161290322581,0.3153153153153153,62,0.8877058892245047
vasc,0.43636363636363634,0.75,0.5517241379310345,32,0.9747516556291391
df,0.09420289855072464,0.4642857142857143,0.1566265060240964,28,0.8741193986491393
