seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted,r_perp_val_at_best,r_perp_train_at_best,r_sparse_train_at_best,n_selected
42,0.5316530754857828,0.4065425295971621,0.6176176897097446,0.5724310776942356,0.8442304515411618,0.12820784747600555,0.10493565551363505,175.5595896794246,24.0
mean,0.5316530754857828,0.4065425295971621,0.6176176897097446,0.5724310776942356,0.8442304515411618,0.12820784747600555,0.10493565551363505,175.5595896794246,
std,,,,,,,,,
