,precision,recall,f1-score,support,auc
nv,0.9127272727272727,0.5632011967090501,0.696577243293247,1337,0.8446199243872663
mel,0.26541554959785524,0.4541284403669725,0.3350253807106599,218,0.7333047657891613
bkl,0.37751004016064255,0.43119266055045874,0.4025695931477516,218,0.7844578792212418
bcc,0.3300970873786408,0.34,0.33497536945812806,100,0.8758839050131927
akiec,0.19689119170984457,0.6129032258064516,0.2980392156862745,62,0.8804882933097474
vasc,0.2857142857142857,0.75,0.41379310344827586,32,0.9658048904737646
df,0.08333333333333333,0.5,0.14285714285714285,28,0.8458130583194132
