concept_id,x_value,class,contribution
asymmetry,-2.77250075340271,akiec,0.645585298538208
asymmetry,-2.77250075340271,bcc,-0.2832871973514557
asymmetry,-2.77250075340271,bkl,-0.32110366225242615
asymmetry,-2.77250075340271,df,0.25036701560020447
asymmetry,-2.77250075340271,mel,-0.3823964297771454
asymmetry,-2.77250075340271,nv,-0.788185715675354
asymmetry,-2.77250075340271,vasc,-0.5647655725479126
asymmetry,-2.7476449012756348,akiec,0.6402710676193237
asymmetry,-2.7476449012756348,bcc,-0.28110161423683167
asymmetry,-2.7476449012756348,bkl,-0.31857311725616455
asymmetry,-2.7476449012756348,df,0.24817447364330292
asymmetry,-2.7476449012756348,mel,-0.37921857833862305
asymmetry,-2.7476449012756348,nv,-0.7813075184822083
asymmetry,-2.7476449012756348,vasc,-0.5598621964454651
asymmetry,-2.7227890491485596,akiec,0.6349568367004395
asymmetry,-2.7227890491485596,bcc,-0.2789159417152405
asymmetry,-2.7227890491485596,bkl,-0.31604257225990295
asymmetry,-2.7227890491485596,df,0.24598188698291779
asymmetry,-2.7227890491485596,mel,-0.3760406970977783
asymmetry,-2.7227890491485596,nv,-0.7744291424751282
asymmetry,-2.7227890491485596,vasc,-0.5549587607383728
asymmetry,-2.6979331970214844,akiec,0.6296425461769104
asymmetry,-2.6979331970214844,bcc,-0.2767302989959717
asymmetry,-2.6979331970214844,bkl,-0.3135119676589966
asymmetry,-2.6979331970214844,df,0.24378928542137146
asymmetry,-2.6979331970214844,mel,-0.37286272644996643
asymmetry,-2.6979331970214844,nv,-0.7675506472587585
asymmetry,-2.6979331970214844,vasc,-0.5500550866127014
asymmetry,-2.673077344894409,akiec,0.6243283152580261
asymmetry,-2.673077344894409,bcc,-0.2745446562767029
asymmetry,-2.673077344894409,bkl,-0.3109814524650574
asymmetry,-2.673077344894409,df,0.2415967583656311
asymmetry,-2.673077344894409,mel,-0.36968493461608887
asymmetry,-2.673077344894409,nv,-0.7606724500656128
asymmetry,-2.673077344894409,vasc,-0.5451518297195435
asymmetry,-2.648221492767334,akiec,0.6190140843391418
asymmetry,-2.648221492767334,bcc,-0.2723590135574341
asymmetry,-2.648221492767334,bkl,-0.3084509074687958
asymmetry,-2.648221492767334,df,0.23940415680408478
asymmetry,-2.648221492767334,mel,-0.36650702357292175
asymmetry,-2.648221492767334,nv,-0.7537940740585327
asymmetry,-2.648221492767334,vasc,-0.5402483344078064
asymmetry,-2.623365640640259,akiec,0.6136997938156128
asymmetry,-2.623365640640259,bcc,-0.2701733708381653
asymmetry,-2.623365640640259,bkl,-0.3059203326702118
asymmetry,-2.623365640640259,df,0.23721158504486084
asymmetry,-2.623365640640259,mel,-0.36332908272743225
asymmetry,-2.623365640640259,nv,-0.7469156980514526
asymmetry,-2.623365640640259,vasc,-0.5353448390960693
asymmetry,-2.5985097885131836,akiec,0.6083855628967285
asymmetry,-2.5985097885131836,bcc,-0.26798775792121887
asymmetry,-2.5985097885131836,bkl,-0.3033897876739502
asymmetry,-2.5985097885131836,df,0.2350190281867981
asymmetry,-2.5985097885131836,mel,-0.3601512312889099
asymmetry,-2.5985097885131836,nv,-0.7400373816490173
asymmetry,-2.5985097885131836,vasc,-0.530441403388977
asymmetry,-2.5736539363861084,akiec,0.6030713319778442
asymmetry,-2.5736539363861084,bcc,-0.26580214500427246
asymmetry,-2.5736539363861084,bkl,-0.300859272480011
asymmetry,-2.5736539363861084,df,0.23282645642757416
asymmetry,-2.5736539363861084,mel,-0.3569733798503876
asymmetry,-2.5736539363861084,nv,-0.733159065246582
