seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted,r_perp_val_at_best,r_perp_train_at_best,r_sparse_train_at_best,n_selected
42,0.5375760643138147,0.42120216803544924,0.6355939528185153,0.593483709273183,0.8577556294800026,0.31951233744621277,0.32697266111007106,174.5160146859976,24.0
mean,0.5375760643138147,0.42120216803544924,0.6355939528185153,0.593483709273183,0.8577556294800026,0.31951233744621277,0.32697266111007106,174.5160146859976,
std,,,,,,,,,
