seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted,r_perp_val_at_best,r_perp_train_at_best,r_sparse_train_at_best,n_selected
42,0.5349579397788286,0.4201927705354076,0.6330845381065404,0.5899749373433584,0.8585898180644692,0.31883931159973145,0.32664601504802704,175.83035219632663,24.0
mean,0.5349579397788286,0.4201927705354076,0.6330845381065404,0.5899749373433584,0.8585898180644692,0.31883931159973145,0.32664601504802704,175.83035219632663,
std,,,,,,,,,
