concept_name,group_norm,is_zeroed
asymmetry,6.694377422332764,False
border_irregularity,6.7817702293396,False
colour_variation,6.986632347106934,False
diameter_large,6.795078277587891,False
atypical_pigment_network,6.675295829772949,False
blue_white_veil,6.559990882873535,False
atypical_vascular_pattern,6.653107166290283,False
irregular_streaks,6.70200252532959,False
irregular_pigmentation,6.209647178649902,False
irregular_dots_globules,6.912649631500244,False
regression_structures,6.9223151206970215,False
symmetric_uniform,6.663845539093018,False
reticular_network,6.369989395141602,False
arborizing_vessels,6.285988807678223,False
blue_grey_ovoid_nests,7.000974655151367,False
ulceration,7.0743408203125,False
scaly_surface,6.413975238800049,False
strawberry_pattern,6.447822093963623,False
milia_like_cysts,7.099537372589111,False
comedo_like_openings,6.809333801269531,False
cerebriform_surface,6.788212299346924,False
central_white_patch,6.335614204406738,False
red_lacunae,6.96879768371582,False
healthy_skin,6.4588189125061035,False
