seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted,r_perp_val_at_best,r_perp_train_at_best
42,0.49263208502854844,0.33813711672691416,0.5345639365516139,0.4791979949874687,0.7804443197666684,0.1029265895485878,0.06276475423230575
mean,0.49263208502854844,0.33813711672691416,0.5345639365516139,0.4791979949874687,0.7804443197666684,0.1029265895485878,0.06276475423230575
std,,,,,,,
