,precision,recall,f1-score,support,auc
nv,0.9159571618688043,0.5784592370979805,0.7090088752342307,1337,0.8496963896397369
mel,0.2688801102651326,0.43027522935779816,0.330334950471597,218,0.7389110602861229
bkl,0.34898507329636536,0.44954128440366975,0.3922240794178974,218,0.7857346419333688
bcc,0.3105788236920312,0.366,0.33575601049200654,100,0.8766343007915568
akiec,0.19240750852330962,0.5419354838709678,0.2837445856616915,62,0.8779183285216027
vasc,0.28724516864761107,0.71875,0.41010897748890196,32,0.9674127610799796
df,0.07785520041031462,0.4,0.12984572814025244,28,0.8370542523059046
