,precision,recall,f1-score,support,auc
nv,0.920042643923241,0.6454749439042633,0.7586813186813187,1337,0.8741898229716304
mel,0.27823691460055094,0.463302752293578,0.3476764199655766,218,0.7649992513926678
bkl,0.4144144144144144,0.42201834862385323,0.41818181818181815,218,0.8001450749381753
bcc,0.32653061224489793,0.48,0.38866396761133604,100,0.8981846965699208
akiec,0.2215909090909091,0.6290322580645161,0.3277310924369748,62,0.8914523638669627
vasc,0.4,0.75,0.5217391304347826,32,0.9748790117167601
df,0.11235955056179775,0.35714285714285715,0.17094017094017094,28,0.8745006899556977
