concept_name,group_norm,is_zeroed
asymmetry,7.50520658493042,False
border_irregularity,7.252726078033447,False
colour_variation,7.523471832275391,False
diameter_large,7.378664970397949,False
atypical_pigment_network,7.346968650817871,False
blue_white_veil,7.194183349609375,False
atypical_vascular_pattern,7.142407417297363,False
irregular_streaks,7.2122015953063965,False
irregular_pigmentation,6.957213878631592,False
irregular_dots_globules,7.3636932373046875,False
regression_structures,7.558717727661133,False
symmetric_uniform,6.938016414642334,False
reticular_network,7.126991271972656,False
arborizing_vessels,7.015969276428223,False
blue_grey_ovoid_nests,7.483800888061523,False
ulceration,7.552134990692139,False
scaly_surface,7.191591262817383,False
strawberry_pattern,6.904584884643555,False
milia_like_cysts,7.540298938751221,False
comedo_like_openings,7.303050994873047,False
cerebriform_surface,7.40377140045166,False
central_white_patch,6.943406581878662,False
red_lacunae,7.609299182891846,False
healthy_skin,7.0988311767578125,False
