,precision,recall,f1-score,support,auc
nv,0.9113756613756614,0.5153328347045625,0.6583850931677019,1337,0.8269921090860317
mel,0.2598870056497175,0.42201834862385323,0.32167832167832167,218,0.7216445612386612
bkl,0.33746130030959753,0.5,0.4029574861367837,218,0.7791221159257176
bcc,0.23030303030303031,0.38,0.28679245283018867,100,0.830221635883905
akiec,0.1839080459770115,0.5161290322580645,0.2711864406779661,62,0.8569163760158871
vasc,0.2891566265060241,0.75,0.41739130434782606,32,0.9596917982679573
df,0.07142857142857142,0.35714285714285715,0.11904761904761904,28,0.8346829835136902
