epoch,train_loss,val_loss,val_balanced_acc,lr
1,1.9297164991569846,1.6331113576889038,0.37904458631396726,0.001
2,1.7104378161932488,1.569858431816101,0.40664797281856796,0.001
3,1.6323628420591687,1.5102959871292114,0.40958371692170215,0.001
4,1.6155513632184406,1.4705158472061157,0.4674714984808294,0.001
5,1.5264433992096305,1.4375741481781006,0.4856478506756336,0.001
6,1.5031448562068468,1.429355502128601,0.5009946278162266,0.001
7,1.4856060589615154,1.399631142616272,0.5109603309896039,0.001
8,1.4417982079745786,1.375720500946045,0.5091639162828375,0.001
9,1.449171745623228,1.3650566339492798,0.5331158509431583,0.001
10,1.3994692272709028,1.3550994396209717,0.5278835967083334,0.001
11,1.3982573144635029,1.3477325439453125,0.5254351170737949,0.001
12,1.4061185953535138,1.3322713375091553,0.5595486499603071,0.001
13,1.3732675355299206,1.3160290718078613,0.5530811308309262,0.001
14,1.3660003318629381,1.3212506771087646,0.5364325989785319,0.001
15,1.3517763885003187,1.313614845275879,0.5491138404164811,0.001
16,1.3610682219364238,1.2943285703659058,0.563943948047097,0.001
17,1.352522460682653,1.2817301750183105,0.557943852400706,0.001
18,1.3316239714529785,1.279296636581421,0.5635389650943948,0.001
19,1.3219921215731278,1.2872267961502075,0.5583509451294867,0.001
20,1.3127965418690564,1.275763988494873,0.5584485879444564,0.001
21,1.3204687963583028,1.2693443298339844,0.5675528081475628,0.001
22,1.3129922919778472,1.2685365676879883,0.5665969876097476,0.001
23,1.290977548191903,1.2598286867141724,0.5634734927805688,0.001
24,1.3032319851325114,1.2556616067886353,0.5785176300554904,0.001
25,1.2891124570178734,1.2538881301879883,0.5611814262925421,0.001
26,1.2828985069750776,1.2581191062927246,0.5737899743519799,0.001
27,1.2987001604936712,1.2524690628051758,0.5676903895892181,0.001
28,1.2678292563625768,1.2519441843032837,0.5717720181058533,0.001
29,1.2925727942216487,1.244305968284607,0.5816357231541849,0.001
30,1.2747808306375545,1.2270556688308716,0.5769051973333477,0.001
31,1.2570948744843733,1.2337586879730225,0.5860791348698244,0.001
32,1.2787106855788226,1.2275868654251099,0.572387842803858,0.001
33,1.2583584296312094,1.2281047105789185,0.5763680494050769,0.001
34,1.2636945264894608,1.2162784337997437,0.5720667752534963,0.001
35,1.2605382966335128,1.2314798831939697,0.557168303775542,0.001
36,1.236486612943862,1.2231767177581787,0.5603953850532174,0.001
37,1.2696173680590739,1.2213468551635742,0.5613281948345578,0.001
38,1.2395199065743199,1.224705457687378,0.5685192359713559,0.0005
39,1.249634467400257,1.2182914018630981,0.569648147046847,0.0005
40,1.2277563146436765,1.2177761793136597,0.569953651558161,0.0005
41,1.2429864591268307,1.2190035581588745,0.5597049835328589,0.0005
42,1.2268250919293238,1.2189698219299316,0.5619767644958726,0.0005
43,1.2311808527637778,1.2163149118423462,0.5659172218465003,0.0005
44,1.2434759837766332,1.2188514471054077,0.5665247881620468,0.00025
45,1.2214146923139948,1.2133841514587402,0.5681321835617259,0.00025
46,1.2176431258742,1.209938406944275,0.5673487857869862,0.00025
