seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted,r_perp_val_at_best,r_perp_train_at_best,r_sparse_train_at_best,n_selected
43,0.488477134032533,0.35769640215261955,0.5721298173989545,0.5197994987468672,0.819982422033318,0.05521657317876816,0.04224014554459315,34.19039755601149,12.0
mean,0.488477134032533,0.35769640215261955,0.5721298173989545,0.5197994987468672,0.819982422033318,0.05521657317876816,0.04224014554459315,34.19039755601149,
std,,,,,,,,,
