concept_name,group_norm,is_zeroed
asymmetry,3.6926803588867188,False
border_irregularity,3.4925506114959717,False
colour_variation,3.7472338676452637,False
diameter_large,3.6720776557922363,False
atypical_pigment_network,3.7294516563415527,False
blue_white_veil,3.341839075088501,False
atypical_vascular_pattern,3.406606674194336,False
irregular_streaks,3.478447675704956,False
irregular_pigmentation,3.123446226119995,False
irregular_dots_globules,3.7352893352508545,False
regression_structures,3.691678047180176,False
symmetric_uniform,3.4713807106018066,False
reticular_network,3.4117798805236816,False
arborizing_vessels,3.2654733657836914,False
blue_grey_ovoid_nests,3.741061210632324,False
ulceration,3.886390209197998,False
scaly_surface,3.4696409702301025,False
strawberry_pattern,3.2914388179779053,False
milia_like_cysts,3.9110195636749268,False
comedo_like_openings,3.69946026802063,False
cerebriform_surface,3.633253574371338,False
central_white_patch,3.241593360900879,False
red_lacunae,3.8957576751708984,False
healthy_skin,3.310974359512329,False
