,precision,recall,f1-score,support,auc
nv,0.9003831417624522,0.5272999252056844,0.6650943396226415,1337,0.7995478240310272
mel,0.24438902743142144,0.44954128440366975,0.3166397415185784,218,0.7113679895504742
bkl,0.41708542713567837,0.38073394495412843,0.3980815347721823,218,0.7708125745380576
bcc,0.2636363636363636,0.29,0.2761904761904762,100,0.8436675461741424
akiec,0.13013698630136986,0.6129032258064516,0.21468926553672316,62,0.8677219097842231
vasc,0.1935483870967742,0.75,0.3076923076923077,32,0.9234908303616912
df,0.08139534883720931,0.25,0.12280701754385964,28,0.8147468951993608
