epoch,train_loss,val_loss,val_balanced_acc,lr,r_perp_train,r_perp_val,r_sparse_train
1,1.9341779788372249,1.4767669439315796,0.5095487140446511,0.001,0.14615021760647112,0.24830815196037292,177.0084997323843
2,1.626292807574887,1.4195506572723389,0.5197130388957368,0.001,0.14431802412638298,0.22014890611171722,174.05164513221155
3,1.5354883110825466,1.3141334056854248,0.5494917749387851,0.001,0.1379242278635502,0.21892720460891724,171.72574263352615
4,1.481467609495263,1.2724419832229614,0.5654182677518086,0.001,0.13154248692668402,0.197376549243927,169.7013185941256
5,1.4311386284329024,1.2739063501358032,0.5718061917208199,0.001,0.1278888053045823,0.19539885222911835,167.76834634634164
6,1.432211952848074,1.2564842700958252,0.5397448609215726,0.001,0.12258564394253951,0.17866355180740356,165.8548067533053
7,1.3804187598134259,1.2577475309371948,0.5856580293838561,0.001,0.11811092868447304,0.17174139618873596,163.95712104210486
8,1.3796432529124005,1.214290738105774,0.5909844897248041,0.001,0.11708361655473709,0.1762712299823761,162.14410048264725
9,1.3510897222991531,1.2239999771118164,0.5721223001525227,0.001,0.11631038727668616,0.167243093252182,160.34284855769232
10,1.3523720915422486,1.216377854347229,0.5762394832173526,0.001,0.11357894941018178,0.17689892649650574,158.56895446777344
11,1.3424080669425624,1.251563310623169,0.5821271882172993,0.001,0.11408048810867163,0.16420955955982208,156.7920438326322
12,1.3585344890095172,1.2240197658538818,0.5880040627230175,0.001,0.11217280563253623,0.15788890421390533,155.00653310922476
13,1.3370708567133067,1.2192164659500122,0.5880977782478655,0.001,0.11485026346949431,0.1637798696756363,153.25070131742038
14,1.3289929593512422,1.2173199653625488,0.5923226798237401,0.001,0.11314932715434295,0.152178093791008,151.5027348445012
15,1.3205146468766724,1.1929224729537964,0.5944421210583852,0.001,0.11088434606790543,0.1465899497270584,149.79523409329929
16,1.329561813249616,1.2076857089996338,0.6028037324615431,0.001,0.11074534803628922,0.1432766616344452,148.08803088848407
17,1.3075637921035002,1.2136609554290771,0.5886328989080116,0.001,0.11039494178616084,0.14709773659706116,146.42618032602164
18,1.3061948296886188,1.2105162143707275,0.5757189905343011,0.001,0.10942754063468713,0.14367564022541046,144.7684555053711
19,1.3081481671014383,1.188183069229126,0.5849352395230998,0.001,0.11047567685063069,0.14677003026008606,143.1159380399264
20,1.3023681421453464,1.2215654850006104,0.5742642802816139,0.001,0.10933850017877725,0.1494910567998886,141.4575165968675
21,1.2955012358000757,1.2548469305038452,0.5488887797453493,0.001,0.10951170124686681,0.14788776636123657,139.79022040733923
22,1.3074875483154638,1.2164385318756104,0.5872714188450316,0.001,0.11089635812319242,0.14371834695339203,138.1434326171875
23,1.2872593133997299,1.1947327852249146,0.5948182627821738,0.0005,0.10721944702359346,0.12537440657615662,136.93762735220102
24,1.281018172012812,1.1908659934997559,0.604964920705546,0.0005,0.10630761803342746,0.1277405470609665,136.1326387845553
25,1.281975859133818,1.2032241821289062,0.5938914275185557,0.0005,0.10615581904466335,0.12277049571275711,135.33024245042068
26,1.2666247618255877,1.1958575248718262,0.6125318750062771,0.0005,0.10515652052485026,0.12721139192581177,134.54099977933444
27,1.27560874445662,1.1915568113327026,0.591069549363385,0.0005,0.10638972715689586,0.12964455783367157,133.77574979341946
28,1.2736424181357127,1.1916861534118652,0.6009894043696268,0.0005,0.10609618115883607,0.12420812249183655,133.00853553185095
29,1.2758379722757796,1.193177342414856,0.6049191784047135,0.0005,0.1072497539795362,0.12398044019937515,132.25034919151892
30,1.2723092954773279,1.1909104585647583,0.5853130881815195,0.0005,0.10487086469164261,0.12389495968818665,131.46788670466498
31,1.2699833451765177,1.1945834159851074,0.5982956540344911,0.0005,0.10564613485565552,0.1246231272816658,130.70470193716196
32,1.2611017952181907,1.1939220428466797,0.6018627640427904,0.0005,0.1047856521147948,0.12316936999559402,129.95350999098557
33,1.2666115445211046,1.1898510456085205,0.6016114992806969,0.00025,0.10444967563335712,0.11759131401777267,129.3969462468074
34,1.2564965552166696,1.1857011318206787,0.6028828405550416,0.00025,0.10427851917651984,0.11562695354223251,129.01453223595252
35,1.2616409923522611,1.1883430480957031,0.6099355991962793,0.00025,0.10364409048969929,0.11608375608921051,128.63453322190506
36,1.2517746734218624,1.1947203874588013,0.6079060992117589,0.00025,0.1043648375914647,0.11677499860525131,128.25763056828424
37,1.2656449288672174,1.1907671689987183,0.6020637596571353,0.00025,0.10493324639705512,0.1180165633559227,127.86296756450946
38,1.2705299932898473,1.1971081495285034,0.598372569957722,0.00025,0.10407376174743359,0.11418530344963074,127.49879308847281
39,1.2676992944099426,1.1939297914505005,0.5970520544119572,0.000125,0.10304287276588954,0.11350035667419434,127.21094336876503
40,1.2490752600347816,1.1933577060699463,0.6023469516596168,0.000125,0.103597125181785,0.1135195940732956,127.01942972036508
41,1.2602258365880017,1.1918171644210815,0.6013292143777399,0.000125,0.10357142755618462,0.1131291389465332,126.84026160606972
