seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted,r_perp_val_at_best,r_perp_train_at_best,r_sparse_train_at_best,n_selected
42,0.5331241279780607,0.41406075124800223,0.6341520969540231,0.593483709273183,0.8513831458429122,0.318408727645874,0.3249213214103992,164.7621812086839,24.0
mean,0.5331241279780607,0.41406075124800223,0.6341520969540231,0.593483709273183,0.8513831458429122,0.318408727645874,0.3249213214103992,164.7621812086839,
std,,,,,,,,,
