,precision,recall,f1-score,support,auc
nv,0.8948051948051948,0.5153328347045625,0.6540104413858566,1337,0.7823883257212878
mel,0.25699745547073793,0.463302752293578,0.33060556464811786,218,0.7052010139757244
bkl,0.3597122302158273,0.45871559633027525,0.4032258064516129,218,0.756903966586299
bcc,0.3188405797101449,0.22,0.2603550295857988,100,0.772094986807388
akiec,0.18243243243243243,0.43548387096774194,0.2571428571428571,62,0.841396458788779
vasc,0.16546762589928057,0.71875,0.26900584795321636,32,0.9169001528273052
df,0.06060606060606061,0.42857142857142855,0.10619469026548672,28,0.8198489360156874
