seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted,r_perp_val_at_best,r_perp_train_at_best
42,0.46337593770768404,0.31707290116407966,0.49804436175361255,0.44160401002506267,0.7649381113334767,0.09608052670955658,0.055760591935652956
mean,0.46337593770768404,0.31707290116407966,0.49804436175361255,0.44160401002506267,0.7649381113334767,0.09608052670955658,0.055760591935652956
std,,,,,,,
